activity	size	net.sales	cost.of.goods.and.services	cost.of.labor	depreciation	financial.expenses	interest	EBIT	EBITDA	net.income	assets	equity	debt	cash	lt.assets	st.assets	total.oper.liabilities	st.oper.liabilities	lt.liabilities	st.liabilities	inventories	FFO	OCF	total.oper.liabilities/assets	current.ratio	lt.sales.growth	st.sales.growth	lt.ebit.margin.change	net.debt/EBITDA	equity.ratio	TIE	ROA	public	credit.score	id	activity.id	activity.ime	Arguments
N	S	9435821	1385242	7774369	10578	162	162	201554	212132	162818	3313493	470602	0	1040542	61889	3166626	2796391	2796391	0	2796391	0	165610	697134	84.4	1.13	74.1	50.8	-2	-4.91	0.14	100	5.6	FALSE	E	SKUPINA KARIERA nacionalni kadrovski operater d.o.o.	78.2	POSREDOVANJE ZACASNE DELOVNE SILE	
C	S	2313505	1495623	724677	56030	181867	181867	40466	96496	-154212	6217866	2516106	2304290	4889	2448013	3769853	1386063	1047046	1700078	1990275	2664162	-99148	525314	22.3	1.89	-3.9	-22.2	-4.5	23.83	0.4	0.22	0.6	FALSE	E	HIB, podjetje za proizvodnjo, trgovino na debelo in dro bno, servis, ekonomske, organizacijske in tehnolos ke stor.,in projektir. v gradbenistvu,Kranj, d.o.o	28.12	PROIZVODNJA NAPRAV ZA FLUIDNO TEHNIKO	
C	M	14497851	8849168	3917175	1475058	370777	370777	352513	1827571	86806	12480820	1990627	7149745	112125	9374090	3080529	3126471	3126471	5094251	5181965	857813	1554217	1525846	25.1	0.59	8.5	-0.2	-6.3	3.85	0.16	0.95	2.8	FALSE	E	GEP STALEKAR, graficno embalazno podjetje d.o.o.	17.21	PROIZVODNJA VALOVITEGA PAPIRJA IN KARTONA TER PAPIRNE IN KARTONSKE EMBALAZE	
C	L	65786488	57867132	4673943	1187455	1387757	930537	3128380	4315835	1825123	51196828	19326440	12107354	982617	23959934	27207152	17231308	17231308	7549956	21788706	5406880	2882252	3302051	33.7	1.25	8.3	11.8	1.6	2.58	0.38	3.36	6.1	FALSE	A	CELJSKE MESNINE d.d. CELJE	10.13	PROIZVODNJA MESNIH IZDELKOV	
I	M	20972326	11352559	8626994	736700	19860	19860	357779	1094479	345491	5344672	1223387	0	824734	1450975	3870852	3351167	3274277	76890	3274277	286787	918652	928210	62.7	1.18	0.3	-2.5	-2.1	-0.75	0.23	18.02	6.5	FALSE	A	SLOREST podjetje za gospodarske storitve d.o.o.	56.29	DRUGA OSKRBA Z JEDMI	
G	M	6776217	5237513	1886872	173668	79598	79598	-442805	-269137	-529571	4406901	862154	1684805	138897	3041400	1363761	1334994	1334994	1945466	1464064	511555	-373846	-583136	30.3	0.93	-7.6	-8.2	-6.2	30	0.2	0	-9.8	FALSE	E	GARDENIA ARS FLORAE Cvetlicarstvo, Ljubljana, d.d.	47.761	TRGOVINA NA DROBNO V CVETLICARNAH	
G	S	7856041	6809675	792240	129170	107895	104477	112656	241826	16586	6167070	2102463	1178669	53211	2056557	4083156	2885938	2885938	649837	3414770	3123682	130982	904778	46.8	1.2	-6.4	-6.5	-4.8	4.65	0.34	1.08	1.8	FALSE	E	EUROSPORT TRADE Trgovsko podjetje, d.o.o. Ljubljana	46.9	NESPECIALIZIRANA TRGOVINA NA DEBELO	
G	L	48752964	43905480	4859387	2403523	1592967	1572667	-2527659	-124136	-3342950	42380184	2739748	23488164	1569236	22240134	20112760	15655710	15611960	1003573	38140300	4776757	-1255846	-1741123	36.9	0.53	-11	-22.5	-5.1	30	0.06	0	-5.4	FALSE	E	SPORTINA, zunanja in notranja trgovina na debelo in drobno, proizvodnja, zastopanje, posredovanje in organizacija, Bled, d.o.o.	47.71	TRGOVINA NA DROBNO V SPECIALIZIRANIH PRODAJALNAH Z OBLACILI	
F	S	7620842	6667565	460794	269634	7925	7925	269857	539491	355276	4514619	1988589	595372	131729	2934352	1565860	1859855	1859855	595372	1859855	770506	624910	163528	41.2	0.84	24	11.2	-1	0.86	0.44	34.05	6.1	FALSE	A	BIOMASA, Druzba za trgovino, servis in montazo kotlov na biomaso d.o.o.	43.22	INSTALIRANJE VODOVODNIH, PLINSKIH IN OGREVALNIH NAPELJAV IN NAPRAV	
M	S	4672827	1048534	353529	1031204	753269	753269	2237370	3268574	998479	29345488	4139016	22542664	12247	28706148	548538	2663191	1223931	23981924	1223931	28553	2011624	1992540	9.1	0.45	3.5	-5.1	31.4	6.89	0.14	2.97	6.9	FALSE	E	AVTO KRKA trgovina, servis, zastopstvo d.o.o. Pisece	71.2	TEHNICNO PREIZKUSANJE IN ANALIZIRANJE	
G	M	22654086	21044060	1002829	200318	316435	289435	412128	612446	165141	10423951	1482092	2645738	33759	2057251	8108738	6152235	6152235	33260	8764713	1276771	165141	2027255	59	0.93	15.6	35.1	-0.2	4.26	0.14	1.42	4.3	FALSE	E	DZS GRAFIK, Trgovina z graficnimi materiali in posredovanje, d.o.o.	46.76	TRGOVINA NA DEBELO Z DRUGIMI POLIZDELKI	
G	L	25954460	23612358	1546367	663140	103520	103520	164254	827394	562989	35455632	31358944	0	1405123	28844076	6585680	3608215	3606715	473789	3606715	3219530	974512	1484298	10.2	1.83	5.6	40.9	-1.7	-1.7	0.88	1.59	0.5	FALSE	A	STAJERSKI AVTO DOM d.o.o.	45.2	VZDRZEVANJE IN POPRAVILA MOTORNIH VOZIL	 
E	S	2834282	1808171	1101911	110170	243	243	-21159	89011	7081	2134279	1487584	0	108122	1048078	1068650	502812	502812	0	502812	119010	107108	61138	23.6	2.13	3.5	-1.4	-4.8	-1.21	0.7	0	-1	TRUE	A	JAVNO PODJETJE KOVOD POSTOJNA, vodovod, kanalizacija, d.o.o., Postojna	36	ZBIRANJE, PRECISCEVANJE IN DISTRIBUCIJA VODE	
J	L	29029016	17584190	10309999	1860852	2394710	1061337	-2469135	-608283	-5351599	72016328	39175152	20040964	2832148	55124964	16730785	7463729	7463729	14285634	15227378	6201996	-3742211	-1043812	10.4	1.1	-10.5	-13.2	-8.9	30	0.54	0	-3.3	FALSE	E	MLADINSKA KNJIGA ZALOZBA d.d.	58.11	IZDAJANJE KNJIG	
J	L	11117214	4977368	4029398	1070208	809684	0	1088888	2159096	354926	7631300	3657521	1822204	63695	3827057	3804243	1572621	1572621	0	3394825	113593	1425134	1539488	20.6	1.12	-5.5	4.3	4.6	0.81	0.48	100	13.1	FALSE	A	ACTUAL I.T., informacijske tehnologije, d.d.	62.02	SVETOVANJE O RACUNALNISKIH NAPRAVAH IN PROGRAMIH	
G	S	5681791	4972912	544151	88893	41554	41554	199477	288370	139957	2998098	848162	1072287	107735	1054571	1938018	1077649	1077649	1001910	1148026	411732	189293	234848	35.9	1.69	-6.1	-4.3	0.5	3.34	0.28	4.8	7	FALSE	A	UNI-BIRO d.o.o., trgovsko podjetje Ljubljana	46.66	TRGOVINA NA DEBELO S PISARNISKIMI STROJI IN OPREMO	
G	S	3518154	2966278	427621	142996	58869	58869	-31961	111035	-81831	2497014	359852	867365	5262	1329393	1166034	1269797	1269507	329636	1807526	791365	17117	137774	50.9	0.65	-10.2	-11.9	-2.7	7.76	0.14	0	-1.2	FALSE	E	CONTRAST druzba za trgovino na debelo in storitve d.o.o.	46.22	TRGOVINA NA DEBELO S CVETJEM IN RASTLINAMI	
